Date,State,Population,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients
7/29/2021,Minnesota,5489594,42,26902,233,65
7/30/2021,Minnesota,5489594,35,26937,234,69
7/31/2021,Minnesota,5489594,34,26971,242,67
8/1/2021,Minnesota,5489594,32,27003,252,65
8/2/2021,Minnesota,5489594,22,27025,255,75
8/3/2021,Minnesota,5489594,45,27070,273,81
8/4/2021,Minnesota,5489594,36,27106,274,81
8/5/2021,Minnesota,5489594,33,27139,270,80
8/6/2021,Minnesota,5489594,43,27182,305,87
8/7/2021,Minnesota,5489594,42,27224,310,88
8/8/2021,Minnesota,5489594,43,27267,318,86
8/9/2021,Minnesota,5489594,42,27309,347,95
8/10/2021,Minnesota,5489594,58,27367,348,97
8/11/2021,Minnesota,5489594,68,27435,381,103
8/12/2021,Minnesota,5489594,53,27488,394,112
8/13/2021,Minnesota,5489594,58,27546,416,110
8/14/2021,Minnesota,5489594,62,27608,407,101
8/15/2021,Minnesota,5489594,52,27660,420,102
8/16/2021,Minnesota,5489594,59,27719,442,117
8/17/2021,Minnesota,5489594,70,27789,468,127
8/18/2021,Minnesota,5489594,76,27865,480,123
8/19/2021,Minnesota,5489594,73,27938,485,127
8/20/2021,Minnesota,5489594,85,28023,522,139
8/21/2021,Minnesota,5489594,65,28088,525,152
8/22/2021,Minnesota,5489594,54,28142,528,147
8/23/2021,Minnesota,5489594,75,28217,555,156
8/24/2021,Minnesota,5489594,89,28306,589,166
8/25/2021,Minnesota,5489594,77,28383,597,171
8/26/2021,Minnesota,5489594,70,28453,605,171
8/27/2021,Minnesota,5489594,71,28524,607,168
8/28/2021,Minnesota,5489594,60,28584,596,165
8/29/2021,Minnesota,5489594,66,28650,595,159
8/30/2021,Minnesota,5489594,64,28714,606,169
8/31/2021,Minnesota,5489594,93,28807,632,176
9/1/2021,Minnesota,5489594,74,28881,649,170
9/2/2021,Minnesota,5489594,82,28963,641,169
9/3/2021,Minnesota,5489594,70,29033,633,163
9/4/2021,Minnesota,5489594,73,29106,631,175
9/5/2021,Minnesota,5489594,68,29174,646,180
9/6/2021,Minnesota,5489594,74,29248,649,178
9/7/2021,Minnesota,5489594,73,29321,673,179
9/8/2021,Minnesota,5489594,90,29411,686,184
9/9/2021,Minnesota,5489594,86,29497,711,189
9/10/2021,Minnesota,5489594,93,29590,699,193
9/11/2021,Minnesota,5489594,62,29652,655,191
9/12/2021,Minnesota,5489594,77,29729,693,193
9/13/2021,Minnesota,5489594,95,29824,763,211
9/14/2021,Minnesota,5489594,84,29908,732,211
9/15/2021,Minnesota,5489594,90,29998,743,213
9/16/2021,Minnesota,5489594,88,30086,741,214
9/17/2021,Minnesota,5489594,114,30200,775,233
9/18/2021,Minnesota,5489594,98,30298,780,216
9/19/2021,Minnesota,5489594,90,30388,806,231
9/20/2021,Minnesota,5489594,86,30474,807,226
9/21/2021,Minnesota,5489594,100,30574,811,218
9/22/2021,Minnesota,5489594,96,30670,800,218
9/23/2021,Minnesota,5489594,107,30777,776,217
9/24/2021,Minnesota,5489594,101,30878,775,215
9/25/2021,Minnesota,5489594,102,30980,768,211
9/26/2021,Minnesota,5489594,87,31067,763,203
9/27/2021,Minnesota,5489594,89,31156,783,199
9/28/2021,Minnesota,5489594,122,31278,818,209
9/29/2021,Minnesota,5489594,98,31376,807,211
9/30/2021,Minnesota,5489594,111,31487,822,216
10/1/2021,Minnesota,5489594,109,31596,838,217
10/2/2021,Minnesota,5489594,110,31706,831,212
10/3/2021,Minnesota,5489594,99,31805,846,213
10/4/2021,Minnesota,5489594,116,31921,863,224
10/5/2021,Minnesota,5489594,129,32050,879,228
10/6/2021,Minnesota,5489594,99,32149,894,237
10/7/2021,Minnesota,5489594,129,32278,889,239
10/8/2021,Minnesota,5489594,139,32417,931,244
10/9/2021,Minnesota,5489594,123,32540,925,241
10/10/2021,Minnesota,5489594,90,32630,946,246
10/11/2021,Minnesota,5489594,108,32738,971,256
10/12/2021,Minnesota,5489594,149,32887,1005,264
10/13/2021,Minnesota,5489594,126,33013,999,260
10/14/2021,Minnesota,5489594,109,33122,1016,258
10/15/2021,Minnesota,5489594,132,33254,1025,251
10/16/2021,Minnesota,5489594,110,33364,976,260
10/17/2021,Minnesota,5489594,99,33463,957,261
10/18/2021,Minnesota,5489594,89,33552,959,250
10/19/2021,Minnesota,5489594,105,33657,944,244
10/20/2021,Minnesota,5489594,115,33772,949,247
10/21/2021,Minnesota,5489594,105,33877,931,225
10/22/2021,Minnesota,5489594,114,33991,919,229
10/23/2021,Minnesota,5489594,115,34106,920,221
10/24/2021,Minnesota,5489594,99,34205,930,218
10/25/2021,Minnesota,5489594,113,34318,944,211
10/26/2021,Minnesota,5489594,110,34428,920,221
10/27/2021,Minnesota,5489594,114,34542,935,214
10/28/2021,Minnesota,5489594,109,34651,923,214
10/29/2021,Minnesota,5489594,135,34786,920,217
10/30/2021,Minnesota,5489594,106,34892,949,212
10/31/2021,Minnesota,5489594,92,34984,941,225
11/1/2021,Minnesota,5489594,111,35095,985,226
11/2/2021,Minnesota,5489594,132,35227,1012,230
11/3/2021,Minnesota,5489594,131,35358,1029,235
11/4/2021,Minnesota,5489594,121,35479,994,238
11/5/2021,Minnesota,5489594,131,35610,1000,231
11/6/2021,Minnesota,5489594,127,35737,997,237
11/7/2021,Minnesota,5489594,129,35866,1075,252
11/8/2021,Minnesota,5489594,121,35987,1135,251
11/9/2021,Minnesota,5489594,154,36141,1173,259
11/10/2021,Minnesota,5489594,143,36284,1198,285
11/11/2021,Minnesota,5489594,178,36462,1267,297
11/12/2021,Minnesota,5489594,186,36648,1303,315
11/13/2021,Minnesota,5489594,153,36801,1281,315
11/14/2021,Minnesota,5489594,129,36930,1321,307
11/15/2021,Minnesota,5489594,164,37094,1370,310
11/16/2021,Minnesota,5489594,182,37276,1406,325
11/17/2021,Minnesota,5489594,168,37444,1411,339
11/18/2021,Minnesota,5489594,160,37604,1449,346
11/19/2021,Minnesota,5489594,125,37729,1402,336
11/20/2021,Minnesota,5489594,167,37896,1397,341
11/21/2021,Minnesota,5489594,140,38036,1418,333
11/22/2021,Minnesota,5489594,163,38199,1446,325
11/23/2021,Minnesota,5489594,175,38374,1436,330
11/24/2021,Minnesota,5489594,205,38579,1488,334
11/25/2021,Minnesota,5489594,176,38755,1479,334
11/26/2021,Minnesota,5489594,146,38901,1496,347
11/27/2021,Minnesota,5489594,176,39077,1510,347
11/28/2021,Minnesota,5489594,173,39250,1548,349
11/29/2021,Minnesota,5489594,154,39404,1555,350
11/30/2021,Minnesota,5489594,179,39583,1579,363
12/1/2021,Minnesota,5489594,176,39759,1568,350
12/2/2021,Minnesota,5489594,201,39960,1582,359
12/3/2021,Minnesota,5489594,197,40157,1592,352
12/4/2021,Minnesota,5489594,210,40367,1600,345
12/5/2021,Minnesota,5489594,153,40520,1600,347
12/6/2021,Minnesota,5489594,166,40686,1651,342
12/7/2021,Minnesota,5489594,192,40878,1669,328
12/8/2021,Minnesota,5489594,198,41076,1682,339
12/9/2021,Minnesota,5489594,176,41252,1709,348
12/10/2021,Minnesota,5489594,188,41440,1709,352
12/11/2021,Minnesota,5489594,134,41574,1654,355
12/12/2021,Minnesota,5489594,144,41718,1680,355
12/13/2021,Minnesota,5489594,136,41854,1671,361
12/14/2021,Minnesota,5489594,179,42033,1673,379
12/15/2021,Minnesota,5489594,152,42185,1610,375
12/16/2021,Minnesota,5489594,149,42334,1576,379
12/17/2021,Minnesota,5489594,134,42468,1504,371
12/18/2021,Minnesota,5489594,150,42618,1492,369
12/19/2021,Minnesota,5489594,132,42750,1488,366
12/20/2021,Minnesota,5489594,140,42890,1486,359
12/21/2021,Minnesota,5489594,152,43042,1451,353
12/22/2021,Minnesota,5489594,158,43200,1443,348
12/23/2021,Minnesota,5489594,142,43342,1416,340
12/24/2021,Minnesota,5489594,169,43511,1408,343
12/25/2021,Minnesota,5489594,120,43631,1340,342
12/26/2021,Minnesota,5489594,103,43734,1366,344
12/27/2021,Minnesota,5489594,131,43865,1387,340
12/28/2021,Minnesota,5489594,141,44006,1364,335
12/29/2021,Minnesota,5489594,140,44146,1336,315
12/30/2021,Minnesota,5489594,164,44310,1338,291
12/31/2021,Minnesota,5489594,162,44472,1327,296
1/1/2022,Minnesota,5489594,156,44628,1326,302
1/2/2022,Minnesota,5489594,136,44764,1340,286
1/3/2022,Minnesota,5489594,140,44904,1381,296
1/4/2022,Minnesota,5489594,190,45094,1428,288
1/5/2022,Minnesota,5489594,218,45312,1511,275
1/6/2022,Minnesota,5489594,191,45503,1509,272
1/7/2022,Minnesota,5489594,180,45683,1482,257
1/8/2022,Minnesota,5489594,185,45868,1466,263
1/9/2022,Minnesota,5489594,199,46067,1522,262
1/10/2022,Minnesota,5489594,147,46214,1551,264
1/11/2022,Minnesota,5489594,183,46397,1532,257
1/12/2022,Minnesota,5489594,256,46653,1625,253
1/13/2022,Minnesota,5489594,198,46851,1653,263
1/14/2022,Minnesota,5489594,217,47068,1668,254
1/15/2022,Minnesota,5489594,196,47264,1619,238
1/16/2022,Minnesota,5489594,181,47445,1596,238
1/17/2022,Minnesota,5489594,185,47630,1639,254
1/18/2022,Minnesota,5489594,214,47844,1623,246
1/19/2022,Minnesota,5489594,235,48079,1659,253
1/20/2022,Minnesota,5489594,216,48295,1606,247
1/21/2022,Minnesota,5489594,225,48520,1603,246
1/22/2022,Minnesota,5489594,194,48714,1567,244
1/23/2022,Minnesota,5489594,173,48887,1536,235
1/24/2022,Minnesota,5489594,134,49021,1548,233
1/25/2022,Minnesota,5489594,243,49264,1587,235
1/26/2022,Minnesota,5489594,217,49481,1577,240
1/27/2022,Minnesota,5489594,191,49672,1521,221
1/28/2022,Minnesota,5489594,206,49878,1479,215
1/29/2022,Minnesota,5489594,185,50063,1421,206
1/30/2022,Minnesota,5489594,146,50209,1412,196
1/31/2022,Minnesota,5489594,142,50351,1393,197
2/1/2022,Minnesota,5489594,180,50531,1382,208
2/2/2022,Minnesota,5489594,140,50671,1367,195
2/3/2022,Minnesota,5489594,141,50812,1278,196
2/4/2022,Minnesota,5489594,142,50954,1262,200
2/5/2022,Minnesota,5489594,149,51103,1156,184
2/6/2022,Minnesota,5489594,102,51205,1147,183
2/7/2022,Minnesota,5489594,116,51321,1178,180
2/8/2022,Minnesota,5489594,153,51474,1177,181
2/9/2022,Minnesota,5489594,153,51627,1177,181
7/1/2021,Missouri,6083672,108,47966,772,278
7/2/2021,Missouri,6083672,109,48075,774,292
7/3/2021,Missouri,6083672,131,48206,804,303
7/4/2021,Missouri,6083672,93,48299,830,313
7/5/2021,Missouri,6083672,99,48398,861,316
7/6/2021,Missouri,6083672,119,48517,913,341
7/7/2021,Missouri,6083672,139,48656,986,360
7/8/2021,Missouri,6083672,133,48789,1009,370
7/9/2021,Missouri,6083672,143,48932,1049,391
7/10/2021,Missouri,6083672,154,49086,1055,391
7/11/2021,Missouri,6083672,141,49227,1106,399
7/12/2021,Missouri,6083672,153,49380,1157,425
7/13/2021,Missouri,6083672,176,49556,1184,434
7/14/2021,Missouri,6083672,167,49723,1232,449
7/15/2021,Missouri,6083672,143,49866,1243,456
7/16/2021,Missouri,6083672,151,50017,1230,450
7/17/2021,Missouri,6083672,174,50191,1271,467
7/18/2021,Missouri,6083672,157,50348,1317,477
7/19/2021,Missouri,6083672,172,50520,1361,496
7/20/2021,Missouri,6083672,215,50735,1445,503
7/21/2021,Missouri,6083672,207,50942,1493,505
7/22/2021,Missouri,6083672,227,51169,1502,501
7/23/2021,Missouri,6083672,222,51391,1568,506
7/24/2021,Missouri,6083672,199,51590,1532,509
7/25/2021,Missouri,6083672,191,51781,1546,519
7/26/2021,Missouri,6083672,189,51970,1632,537
7/27/2021,Missouri,6083672,254,52224,1709,573
7/28/2021,Missouri,6083672,245,52469,1729,586
7/29/2021,Missouri,6083672,262,52731,1782,594
7/30/2021,Missouri,6083672,275,53006,1837,621
7/31/2021,Missouri,6083672,299,53305,1853,622
8/1/2021,Missouri,6083672,223,53528,1915,630
8/2/2021,Missouri,6083672,182,53710,1917,650
8/3/2021,Missouri,6083672,267,53977,1959,651
8/4/2021,Missouri,6083672,250,54227,1997,657
8/5/2021,Missouri,6083672,272,54499,2013,671
8/6/2021,Missouri,6083672,275,54774,2026,649
8/7/2021,Missouri,6083672,234,55008,2023,665
8/8/2021,Missouri,6083672,245,55253,2054,658
8/9/2021,Missouri,6083672,246,55499,2121,701
8/10/2021,Missouri,6083672,283,55782,2124,701
8/11/2021,Missouri,6083672,256,56038,2173,705
8/12/2021,Missouri,6083672,284,56322,2220,701
8/13/2021,Missouri,6083672,286,56608,2234,708
8/14/2021,Missouri,6083672,261,56869,2210,701
8/15/2021,Missouri,6083672,245,57114,2185,688
8/16/2021,Missouri,6083672,234,57348,2188,683
8/17/2021,Missouri,6083672,264,57612,2232,700
8/18/2021,Missouri,6083672,265,57877,2264,713
8/19/2021,Missouri,6083672,285,58162,2254,703
8/20/2021,Missouri,6083672,267,58429,2250,707
8/21/2021,Missouri,6083672,206,58635,2175,691
8/22/2021,Missouri,6083672,196,58831,2191,694
8/23/2021,Missouri,6083672,225,59056,2177,699
8/24/2021,Missouri,6083672,256,59312,2182,698
8/25/2021,Missouri,6083672,211,59523,2155,702
8/26/2021,Missouri,6083672,230,59753,2131,692
8/27/2021,Missouri,6083672,225,59978,2118,697
8/28/2021,Missouri,6083672,224,60202,2041,663
8/29/2021,Missouri,6083672,167,60369,2027,660
8/30/2021,Missouri,6083672,170,60539,2026,631
8/31/2021,Missouri,6083672,208,60747,2004,634
9/1/2021,Missouri,6083672,199,60946,1972,601
9/2/2021,Missouri,6083672,231,61177,1956,616
9/3/2021,Missouri,6083672,205,61382,1928,615
9/4/2021,Missouri,6083672,179,61561,1803,577
9/5/2021,Missouri,6083672,170,61731,1797,573
9/6/2021,Missouri,6083672,158,61889,1801,573
9/7/2021,Missouri,6083672,177,62066,1841,567
9/8/2021,Missouri,6083672,232,62298,1888,554
9/9/2021,Missouri,6083672,184,62482,1864,560
9/10/2021,Missouri,6083672,191,62673,1798,538
9/11/2021,Missouri,6083672,163,62836,1749,536
9/12/2021,Missouri,6083672,150,62986,1747,537
9/13/2021,Missouri,6083672,165,63151,1732,525
9/14/2021,Missouri,6083672,197,63348,1706,519
9/15/2021,Missouri,6083672,164,63512,1712,509
9/16/2021,Missouri,6083672,151,63663,1699,511
9/17/2021,Missouri,6083672,168,63831,1666,486
9/18/2021,Missouri,6083672,149,63980,1595,478
9/19/2021,Missouri,6083672,129,64109,1547,462
9/20/2021,Missouri,6083672,150,64259,1543,484
9/21/2021,Missouri,6083672,172,64431,1550,494
9/22/2021,Missouri,6083672,148,64579,1521,484
9/23/2021,Missouri,6083672,174,64753,1489,463
9/24/2021,Missouri,6083672,132,64885,1455,443
9/25/2021,Missouri,6083672,143,65028,1409,448
9/26/2021,Missouri,6083672,120,65148,1375,429
9/27/2021,Missouri,6083672,117,65265,1383,433
9/28/2021,Missouri,6083672,154,65419,1360,437
9/29/2021,Missouri,6083672,117,65536,1313,424
9/30/2021,Missouri,6083672,106,65642,1245,397
10/1/2021,Missouri,6083672,116,65758,1217,381
10/2/2021,Missouri,6083672,118,65876,1204,384
10/3/2021,Missouri,6083672,93,65969,1189,376
10/4/2021,Missouri,6083672,101,66070,1204,379
10/5/2021,Missouri,6083672,111,66181,1173,380
10/6/2021,Missouri,6083672,110,66291,1153,376
10/7/2021,Missouri,6083672,105,66396,1105,366
10/8/2021,Missouri,6083672,112,66508,1057,356
10/9/2021,Missouri,6083672,111,66619,1008,342
10/10/2021,Missouri,6083672,108,66727,1011,352
10/11/2021,Missouri,6083672,80,66807,1011,342
10/12/2021,Missouri,6083672,107,66914,1005,340
10/13/2021,Missouri,6083672,97,67011,1001,345
10/14/2021,Missouri,6083672,115,67126,1009,338
10/15/2021,Missouri,6083672,116,67242,993,353
10/16/2021,Missouri,6083672,95,67337,951,333
10/17/2021,Missouri,6083672,68,67405,922,321
10/18/2021,Missouri,6083672,71,67476,933,322
10/19/2021,Missouri,6083672,93,67569,923,323
10/20/2021,Missouri,6083672,88,67657,931,318
10/21/2021,Missouri,6083672,75,67732,918,311
10/22/2021,Missouri,6083672,93,67825,910,294
10/23/2021,Missouri,6083672,70,67895,855,290
10/24/2021,Missouri,6083672,74,67969,841,288
10/25/2021,Missouri,6083672,77,68046,820,283
10/26/2021,Missouri,6083672,86,68132,820,276
10/27/2021,Missouri,6083672,81,68213,841,273
10/28/2021,Missouri,6083672,87,68300,838,269
10/29/2021,Missouri,6083672,97,68397,853,273
10/30/2021,Missouri,6083672,81,68478,831,261
10/31/2021,Missouri,6083672,50,68528,815,255
11/1/2021,Missouri,6083672,61,68589,787,251
11/2/2021,Missouri,6083672,100,68689,787,256
11/3/2021,Missouri,6083672,74,68763,786,258
11/4/2021,Missouri,6083672,84,68847,776,245
11/5/2021,Missouri,6083672,100,68947,769,235
11/6/2021,Missouri,6083672,85,69032,759,244
11/7/2021,Missouri,6083672,77,69109,754,239
11/8/2021,Missouri,6083672,79,69188,776,250
11/9/2021,Missouri,6083672,109,69297,806,256
11/10/2021,Missouri,6083672,97,69394,823,251
11/11/2021,Missouri,6083672,94,69488,818,243
11/12/2021,Missouri,6083672,92,69580,821,255
11/13/2021,Missouri,6083672,90,69670,804,261
11/14/2021,Missouri,6083672,78,69748,798,249
11/15/2021,Missouri,6083672,90,69838,814,259
11/16/2021,Missouri,6083672,108,69946,829,269
11/17/2021,Missouri,6083672,125,70071,865,283
11/18/2021,Missouri,6083672,134,70205,915,283
11/19/2021,Missouri,6083672,119,70324,917,277
11/20/2021,Missouri,6083672,117,70441,895,269
11/21/2021,Missouri,6083672,102,70543,919,272
11/22/2021,Missouri,6083672,124,70667,974,293
11/23/2021,Missouri,6083672,156,70823,1016,300
11/24/2021,Missouri,6083672,129,70952,1041,309
11/25/2021,Missouri,6083672,137,71089,1039,304
11/26/2021,Missouri,6083672,111,71200,1059,300
11/27/2021,Missouri,6083672,150,71350,1090,321
11/28/2021,Missouri,6083672,144,71494,1142,322
11/29/2021,Missouri,6083672,147,71641,1186,343
11/30/2021,Missouri,6083672,170,71811,1222,347
12/1/2021,Missouri,6083672,185,71996,1284,362
12/2/2021,Missouri,6083672,181,72177,1327,383
12/3/2021,Missouri,6083672,219,72396,1377,396
12/4/2021,Missouri,6083672,194,72590,1408,402
12/5/2021,Missouri,6083672,163,72753,1439,399
12/6/2021,Missouri,6083672,206,72959,1478,397
12/7/2021,Missouri,6083672,225,73184,1556,420
12/8/2021,Missouri,6083672,249,73433,1613,424
12/9/2021,Missouri,6083672,236,73669,1638,433
12/10/2021,Missouri,6083672,251,73920,1700,459
12/11/2021,Missouri,6083672,233,74153,1719,458
12/12/2021,Missouri,6083672,182,74335,1707,467
12/13/2021,Missouri,6083672,175,74510,1737,477
12/14/2021,Missouri,6083672,238,74748,1778,509
12/15/2021,Missouri,6083672,247,74995,1798,502
12/16/2021,Missouri,6083672,232,75227,1848,502
12/17/2021,Missouri,6083672,216,75443,1836,516
12/18/2021,Missouri,6083672,209,75652,1819,516
12/19/2021,Missouri,6083672,202,75854,1868,525
12/20/2021,Missouri,6083672,144,75998,1868,524
12/21/2021,Missouri,6083672,229,76227,1887,512
12/22/2021,Missouri,6083672,227,76454,1886,510
12/23/2021,Missouri,6083672,255,76709,1931,535
12/24/2021,Missouri,6083672,216,76925,1923,545
12/25/2021,Missouri,6083672,213,77138,1884,564
12/26/2021,Missouri,6083672,216,77354,1960,570
12/27/2021,Missouri,6083672,254,77608,2059,574
12/28/2021,Missouri,6083672,268,77876,2072,585
12/29/2021,Missouri,6083672,298,78174,2090,560
12/30/2021,Missouri,6083672,291,78465,2287,575
12/31/2021,Missouri,6083672,362,78827,2406,578
1/1/2022,Missouri,6083672,339,79166,2465,609
1/2/2022,Missouri,6083672,260,79426,2528,629
1/3/2022,Missouri,6083672,311,79737,2605,643
1/4/2022,Missouri,6083672,366,80103,2733,666
1/5/2022,Missouri,6083672,393,80496,2759,627
1/6/2022,Missouri,6083672,407,80903,3033,689
1/7/2022,Missouri,6083672,408,81311,3081,691
1/8/2022,Missouri,6083672,378,81689,3055,709
1/9/2022,Missouri,6083672,344,82033,3169,721
1/10/2022,Missouri,6083672,332,82365,3272,740
1/11/2022,Missouri,6083672,406,82771,3346,735
1/12/2022,Missouri,6083672,447,83218,3544,760
1/13/2022,Missouri,6083672,478,83696,3599,746
1/14/2022,Missouri,6083672,419,84115,3594,734
1/15/2022,Missouri,6083672,487,84602,3510,714
1/16/2022,Missouri,6083672,357,84959,3568,722
1/17/2022,Missouri,6083672,370,85329,3584,727
1/18/2022,Missouri,6083672,458,85787,3652,743
1/19/2022,Missouri,6083672,480,86267,3756,758
1/20/2022,Missouri,6083672,478,86745,3791,746
1/21/2022,Missouri,6083672,446,87191,3733,730
1/22/2022,Missouri,6083672,405,87596,3602,724
1/23/2022,Missouri,6083672,324,87920,3586,721
1/24/2022,Missouri,6083672,357,88277,3537,740
1/25/2022,Missouri,6083672,520,88797,3560,744
1/26/2022,Missouri,6083672,430,89227,3596,719
1/27/2022,Missouri,6083672,418,89645,3538,714
1/28/2022,Missouri,6083672,394,90039,3461,710
1/29/2022,Missouri,6083672,361,90400,3260,668
1/30/2022,Missouri,6083672,316,90716,3181,652
1/31/2022,Missouri,6083672,323,91039,3200,669
2/1/2022,Missouri,6083672,380,91419,3158,676
2/2/2022,Missouri,6083672,358,91777,3020,646
2/3/2022,Missouri,6083672,278,92055,2984,634
2/4/2022,Missouri,6083672,236,92291,2937,618
2/5/2022,Missouri,6083672,298,92589,2745,597
2/6/2022,Missouri,6083672,247,92836,2723,591
2/7/2022,Missouri,6083672,281,93117,2718,607
2/8/2022,Missouri,6083672,283,93400,2633,588
2/9/2022,Missouri,6083672,283,93683,2633,588
7/1/2021,Mississippi,2992333,37,25870,137,41
7/2/2021,Mississippi,2992333,31,25901,138,39
7/3/2021,Mississippi,2992333,21,25922,138,37
7/4/2021,Mississippi,2992333,33,25955,146,38
7/5/2021,Mississippi,2992333,26,25981,159,35
7/6/2021,Mississippi,2992333,37,26018,173,44
7/7/2021,Mississippi,2992333,36,26054,177,45
7/8/2021,Mississippi,2992333,36,26090,186,52
7/9/2021,Mississippi,2992333,48,26138,200,55
7/10/2021,Mississippi,2992333,47,26185,225,59
7/11/2021,Mississippi,2992333,43,26228,241,70
7/12/2021,Mississippi,2992333,42,26270,251,69
7/13/2021,Mississippi,2992333,43,26313,250,71
7/14/2021,Mississippi,2992333,50,26363,262,78
7/15/2021,Mississippi,2992333,58,26421,294,85
7/16/2021,Mississippi,2992333,57,26478,337,105
7/17/2021,Mississippi,2992333,67,26545,345,112
7/18/2021,Mississippi,2992333,58,26603,369,116
7/19/2021,Mississippi,2992333,63,26666,392,115
7/20/2021,Mississippi,2992333,76,26742,405,120
7/21/2021,Mississippi,2992333,62,26804,433,131
7/22/2021,Mississippi,2992333,95,26899,492,148
7/23/2021,Mississippi,2992333,77,26976,518,152
7/24/2021,Mississippi,2992333,79,27055,545,149
7/25/2021,Mississippi,2992333,73,27128,594,162
7/26/2021,Mississippi,2992333,81,27209,628,169
7/27/2021,Mississippi,2992333,126,27335,690,176
7/28/2021,Mississippi,2992333,117,27452,736,190
7/29/2021,Mississippi,2992333,118,27570,795,211
7/30/2021,Mississippi,2992333,120,27690,847,226
7/31/2021,Mississippi,2992333,124,27814,914,245
8/1/2021,Mississippi,2992333,137,27951,958,266
8/2/2021,Mississippi,2992333,139,28090,1035,287
8/3/2021,Mississippi,2992333,157,28247,1073,302
8/4/2021,Mississippi,2992333,167,28414,1155,319
8/5/2021,Mississippi,2992333,183,28597,1232,351
8/6/2021,Mississippi,2992333,174,28771,1315,371
8/7/2021,Mississippi,2992333,154,28925,1306,364
8/8/2021,Mississippi,2992333,166,29091,1388,377
8/9/2021,Mississippi,2992333,155,29246,1475,380
8/10/2021,Mississippi,2992333,221,29467,1522,397
8/11/2021,Mississippi,2992333,193,29660,1549,413
8/12/2021,Mississippi,2992333,225,29885,1594,424
8/13/2021,Mississippi,2992333,195,30080,1598,447
8/14/2021,Mississippi,2992333,206,30286,1611,465
8/15/2021,Mississippi,2992333,156,30442,1638,466
8/16/2021,Mississippi,2992333,168,30610,1688,467
8/17/2021,Mississippi,2992333,208,30818,1720,484
8/18/2021,Mississippi,2992333,201,31019,1727,490
8/19/2021,Mississippi,2992333,208,31227,1768,501
8/20/2021,Mississippi,2992333,183,31410,1766,522
8/21/2021,Mississippi,2992333,170,31580,1744,527
8/22/2021,Mississippi,2992333,158,31738,1751,535
8/23/2021,Mississippi,2992333,161,31899,1741,546
8/24/2021,Mississippi,2992333,180,32079,1729,545
8/25/2021,Mississippi,2992333,166,32245,1728,528
8/26/2021,Mississippi,2992333,170,32415,1709,519
8/27/2021,Mississippi,2992333,143,32558,1677,507
8/28/2021,Mississippi,2992333,170,32728,1643,522
8/29/2021,Mississippi,2992333,142,32870,1625,522
8/30/2021,Mississippi,2992333,132,33002,1628,515
8/31/2021,Mississippi,2992333,159,33161,1626,515
9/1/2021,Mississippi,2992333,161,33322,1594,518
9/2/2021,Mississippi,2992333,170,33492,1578,518
9/3/2021,Mississippi,2992333,130,33622,1519,520
9/4/2021,Mississippi,2992333,127,33749,1483,511
9/5/2021,Mississippi,2992333,112,33861,1488,505
9/6/2021,Mississippi,2992333,113,33974,1463,480
9/7/2021,Mississippi,2992333,123,34097,1434,469
9/8/2021,Mississippi,2992333,128,34225,1395,453
9/9/2021,Mississippi,2992333,122,34347,1358,437
9/10/2021,Mississippi,2992333,104,34451,1299,420
9/11/2021,Mississippi,2992333,99,34550,1262,421
9/12/2021,Mississippi,2992333,80,34630,1198,401
9/13/2021,Mississippi,2992333,70,34700,1194,416
9/14/2021,Mississippi,2992333,98,34798,1167,400
9/15/2021,Mississippi,2992333,74,34872,1085,378
9/16/2021,Mississippi,2992333,84,34956,1046,371
9/17/2021,Mississippi,2992333,68,35024,957,340
9/18/2021,Mississippi,2992333,72,35096,920,327
9/19/2021,Mississippi,2992333,64,35160,905,317
9/20/2021,Mississippi,2992333,74,35234,900,312
9/21/2021,Mississippi,2992333,74,35308,840,296
9/22/2021,Mississippi,2992333,76,35384,824,280
9/23/2021,Mississippi,2992333,61,35445,785,265
9/24/2021,Mississippi,2992333,75,35520,745,270
9/25/2021,Mississippi,2992333,52,35572,713,246
9/26/2021,Mississippi,2992333,41,35613,683,244
9/27/2021,Mississippi,2992333,49,35662,672,231
9/28/2021,Mississippi,2992333,55,35717,655,225
9/29/2021,Mississippi,2992333,55,35772,622,211
9/30/2021,Mississippi,2992333,43,35815,600,206
10/1/2021,Mississippi,2992333,35,35850,569,198
10/2/2021,Mississippi,2992333,43,35893,527,189
10/3/2021,Mississippi,2992333,41,35934,518,188
10/4/2021,Mississippi,2992333,42,35976,506,184
10/5/2021,Mississippi,2992333,46,36022,494,173
10/6/2021,Mississippi,2992333,42,36064,488,166
10/7/2021,Mississippi,2992333,35,36099,477,168
10/8/2021,Mississippi,2992333,30,36129,457,155
10/9/2021,Mississippi,2992333,32,36161,439,150
10/10/2021,Mississippi,2992333,29,36190,422,147
10/11/2021,Mississippi,2992333,15,36205,413,137
10/12/2021,Mississippi,2992333,36,36241,404,133
10/13/2021,Mississippi,2992333,37,36278,385,139
10/14/2021,Mississippi,2992333,27,36305,363,124
10/15/2021,Mississippi,2992333,21,36326,355,113
10/16/2021,Mississippi,2992333,38,36364,338,83
10/17/2021,Mississippi,2992333,21,36385,343,108
10/18/2021,Mississippi,2992333,34,36419,349,109
10/19/2021,Mississippi,2992333,34,36453,331,111
10/20/2021,Mississippi,2992333,45,36498,346,111
