date,State,Population,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated
2021-10-17,Connecticut,3590886,3206,2771741,2751,2492763
2021-10-18,Connecticut,3590886,759,2772500,284,2493047
2021-10-19,Connecticut,3590886,3337,2775837,3268,2496315
2021-10-20,Connecticut,3590886,2607,2778444,2188,2498503
2021-10-21,Connecticut,3590886,3022,2781466,2332,2500835
2021-10-22,Connecticut,3590886,4959,2786425,3776,2504611
2021-10-23,Connecticut,3590886,2856,2789281,2101,2506712
2021-10-24,Connecticut,3590886,671,2789952,213,2506925
2021-10-25,Connecticut,3590886,5000,2794952,3354,2510279
2021-10-26,Connecticut,3590886,2274,2797226,1097,2511376
2021-10-27,Connecticut,3590886,3608,2800834,1672,2513048
2021-10-28,Connecticut,3590886,5449,2806283,2508,2515556
2021-10-29,Connecticut,3590886,5252,2811535,2072,2517628
2021-10-30,Connecticut,3590886,4776,2816311,1924,2519552
2021-10-31,Connecticut,3590886,1073,2817384,218,2519770
2021-11-01,Connecticut,3590886,8072,2825456,3653,2523423
2021-11-02,Connecticut,3590886,2457,2827913,1038,2524461
2021-11-03,Connecticut,3590886,3544,2831457,1785,2526246
2021-11-04,Connecticut,3590886,4667,2836124,2119,2528365
2021-11-05,Connecticut,3590886,2981,2839105,1390,2529755
2021-11-06,Connecticut,3590886,4801,2843906,1777,2531532
2021-11-07,Connecticut,3590886,5651,2849557,2069,2533601
2021-11-08,Connecticut,3590886,7670,2857227,2362,2535963
2021-11-09,Connecticut,3590886,2923,2860150,670,2536633
2021-11-10,Connecticut,3590886,4553,2864703,1281,2537914
2021-11-11,Connecticut,3590886,0,2864703,0,2537914
2021-11-12,Connecticut,3590886,15304,2880007,3970,2541884
2021-11-13,Connecticut,3590886,7213,2887220,1418,2543302
2021-11-14,Connecticut,3590886,8840,2896060,1686,2544988
2021-11-15,Connecticut,3590886,11445,2907505,1348,2546336
2021-11-16,Connecticut,3590886,4738,2912243,816,2547152
2021-11-17,Connecticut,3590886,5557,2917800,1241,2548393
2021-11-18,Connecticut,3590886,0,2917800,0,2548393
2021-11-19,Connecticut,3590886,7765,2925565,1667,2550060
2021-11-20,Connecticut,3590886,8104,2933669,1564,2551624
2021-11-21,Connecticut,3590886,7964,2941633,1497,2553121
2021-11-22,Connecticut,3590886,18454,2960087,2926,2556047
2021-11-23,Connecticut,3590886,0,2960087,0,2556047
2021-11-24,Connecticut,3590886,10343,2970430,2005,2558052
2021-11-25,Connecticut,3590886,0,2970430,0,2558052
2021-11-26,Connecticut,3590886,0,2970430,0,2558052
2021-11-27,Connecticut,3590886,0,2970430,0,2558052
2021-11-28,Connecticut,3590886,0,2970430,0,2558052
2021-11-29,Connecticut,3590886,0,2970430,0,2558052
2021-11-30,Connecticut,3590886,27512,2997942,9075,2567127
2021-12-01,Connecticut,3590886,4895,3002837,2794,2569921
2021-12-02,Connecticut,3590886,5617,3008454,3733,2573654
2021-12-03,Connecticut,3590886,4964,3013418,3168,2576822
2021-12-04,Connecticut,3590886,7056,3020474,5047,2581869
2021-12-05,Connecticut,3590886,8754,3029228,13523,2595392
2021-12-06,Connecticut,3590886,2495,3031723,443,2595835
2021-12-07,Connecticut,3590886,3260,3034983,3128,2598963
2021-12-08,Connecticut,3590886,5010,3039993,3981,2602944
2021-12-09,Connecticut,3590886,6624,3046617,4284,2607228
2021-12-10,Connecticut,3590886,7243,3053860,4276,2611504
2021-12-11,Connecticut,3590886,11580,3065440,7767,2619271
2021-12-12,Connecticut,3590886,1268,3066708,236,2619507
2021-12-13,Connecticut,3590886,6577,3073285,5981,2625488
2021-12-14,Connecticut,3590886,3231,3076516,2285,2627773
2021-12-15,Connecticut,3590886,0,3076516,0,2627773
2021-12-16,Connecticut,3590886,9645,3086161,5809,2633582
2021-12-17,Connecticut,3590886,8374,3094535,3233,2636815
2021-12-18,Connecticut,3590886,0,3094535,0,2636815
2021-12-19,Connecticut,3590886,11632,3106167,4271,2641086
2021-12-20,Connecticut,3590886,6495,3112662,2100,2643186
2021-12-21,Connecticut,3590886,3480,3116142,1358,2644544
2021-12-22,Connecticut,3590886,5732,3121874,2037,2646581
2021-12-23,Connecticut,3590886,7066,3128940,2708,2649289
2021-12-24,Connecticut,3590886,0,3128940,0,2649289
2021-12-25,Connecticut,3590886,0,3128940,0,2649289
2021-12-26,Connecticut,3590886,0,3128940,0,2649289
2021-12-27,Connecticut,3590886,16616,3145556,5676,2654965
2021-12-28,Connecticut,3590886,2033,3147589,516,2655481
2021-12-29,Connecticut,3590886,5027,3152616,1843,2657324
2021-12-30,Connecticut,3590886,6728,3159344,2506,2659830
2021-12-31,Connecticut,3590886,0,3159344,0,2659830
2022-01-01,Connecticut,3590886,0,3159344,0,2659830
2022-01-02,Connecticut,3590886,0,3159344,0,2659830
2022-01-03,Connecticut,3590886,0,3159344,0,2659830
2022-01-04,Connecticut,3590886,25818,3185162,10713,2670543
2022-01-05,Connecticut,3590886,4434,3189596,2241,2672784
2022-01-06,Connecticut,3590886,0,3189596,0,2672784
2022-01-07,Connecticut,3590886,5912,3195508,2624,2675408
2022-01-08,Connecticut,3590886,12475,3207983,5999,2681407
2022-01-09,Connecticut,3590886,9146,3217129,4795,2686202
2022-01-10,Connecticut,3590886,1244,3218373,194,2686396
2022-01-11,Connecticut,3590886,3067,3221440,1418,2687814
2022-01-12,Connecticut,3590886,4292,3225732,2340,2690154
2022-01-13,Connecticut,3590886,5652,3231384,2939,2693093
2022-01-14,Connecticut,3590886,5577,3236961,2747,2695840
2022-01-15,Connecticut,3590886,0,3236961,0,2695840
2022-01-16,Connecticut,3590886,5366,3242327,2470,2698310
2022-01-17,Connecticut,3590886,0,3242327,0,2698310
2022-01-18,Connecticut,3590886,11568,3253895,4261,2702571
2022-01-19,Connecticut,3590886,9684,3263579,4456,2707027
2022-01-20,Connecticut,3590886,6324,3269903,3830,2710857
2022-01-21,Connecticut,3590886,4038,3273941,2605,2713462
2022-01-22,Connecticut,3590886,3711,3277652,2371,2715833
2022-01-23,Connecticut,3590886,3662,3281314,2155,2717988
2022-01-24,Connecticut,3590886,856,3282170,111,2718099
2022-01-25,Connecticut,3590886,2101,3284271,869,2718968
2022-01-26,Connecticut,3590886,2935,3287206,1727,2720695
2022-01-27,Connecticut,3590886,3221,3290427,2133,2722828
2022-01-28,Connecticut,3590886,3564,3293991,2734,2725562
2022-01-29,Connecticut,3590886,3099,3297090,2284,2727846
2022-01-30,Connecticut,3590886,2429,3299519,1920,2729766
2022-01-31,Connecticut,3590886,0,3299519,0,2729766
2022-02-01,Connecticut,3590886,3011,3302530,1794,2731560
2022-02-02,Connecticut,3590886,1808,3304338,1781,2733341
2022-02-03,Connecticut,3590886,0,3304338,0,2733341
2022-02-04,Connecticut,3590886,4734,3309072,4476,2737817
2022-02-05,Connecticut,3590886,4994,3314066,3739,2741556
2022-02-06,Connecticut,3590886,1758,3315824,1790,2743346
2022-02-07,Connecticut,3590886,2095,3317919,2186,2745532
2022-02-08,Connecticut,3590886,1340,3319259,1271,2746803
2022-02-09,Connecticut,3590886,0,3319259,0,2746803
2021-07-01,District of Columbia,705749,741,432968,720,369251
2021-07-02,District of Columbia,705749,972,433940,980,370231
2021-07-03,District of Columbia,705749,947,434887,2213,372444
2021-07-04,District of Columbia,705749,620,435507,764,373208
2021-07-05,District of Columbia,705749,0,435507,0,373208
2021-07-06,District of Columbia,705749,794,436301,675,373883
2021-07-07,District of Columbia,705749,134,436435,112,373995
2021-07-08,District of Columbia,705749,856,437291,808,374803
2021-07-09,District of Columbia,705749,646,437937,811,375614
2021-07-10,District of Columbia,705749,735,438672,647,376261
2021-07-11,District of Columbia,705749,586,439258,590,376851
2021-07-12,District of Columbia,705749,699,439957,758,377609
2021-07-13,District of Columbia,705749,292,440249,231,377840
2021-07-14,District of Columbia,705749,432,440681,446,378286
2021-07-15,District of Columbia,705749,650,441331,589,378875
2021-07-16,District of Columbia,705749,627,441958,525,379400
2021-07-17,District of Columbia,705749,1495,443453,859,380259
2021-07-18,District of Columbia,705749,618,444071,637,380896
2021-07-19,District of Columbia,705749,553,444624,569,381465
2021-07-20,District of Columbia,705749,0,444624,0,381465
2021-07-21,District of Columbia,705749,222,444846,73,381538
2021-07-22,District of Columbia,705749,593,445439,588,382126
2021-07-23,District of Columbia,705749,548,445987,542,382668
2021-07-24,District of Columbia,705749,803,446790,715,383383
2021-07-25,District of Columbia,705749,814,447604,533,383916
2021-07-26,District of Columbia,705749,507,448111,353,384269
2021-07-27,District of Columbia,705749,658,448769,327,384596
2021-07-28,District of Columbia,705749,430,449199,266,384862
2021-07-29,District of Columbia,705749,580,449779,428,385290
2021-07-30,District of Columbia,705749,732,450511,522,385812
2021-07-31,District of Columbia,705749,922,451433,663,386475
2021-08-01,District of Columbia,705749,990,452423,680,387155
2021-08-02,District of Columbia,705749,773,453196,498,387653
2021-08-03,District of Columbia,705749,370,453566,206,387859
2021-08-04,District of Columbia,705749,563,454129,355,388214
2021-08-05,District of Columbia,705749,857,454986,547,388761
2021-08-06,District of Columbia,705749,907,455893,1562,390323
2021-08-07,District of Columbia,705749,1299,457192,1252,391575
2021-08-08,District of Columbia,705749,1602,458794,1184,392759
2021-08-09,District of Columbia,705749,594,459388,337,393096
2021-08-10,District of Columbia,705749,593,459981,300,393396
2021-08-11,District of Columbia,705749,578,460559,371,393767
2021-08-12,District of Columbia,705749,1103,461662,799,394566
2021-08-13,District of Columbia,705749,1059,462721,581,395147
2021-08-14,District of Columbia,705749,880,463601,1124,396271
2021-08-15,District of Columbia,705749,751,464352,509,396780
2021-08-16,District of Columbia,705749,660,465012,342,397122
2021-08-17,District of Columbia,705749,585,465597,-33,397089
2021-08-18,District of Columbia,705749,579,466176,366,397455
2021-08-19,District of Columbia,705749,909,467085,497,397952
2021-08-20,District of Columbia,705749,961,468046,617,398569
2021-08-21,District of Columbia,705749,839,468885,572,399141
2021-08-22,District of Columbia,705749,861,469746,631,399772
2021-08-23,District of Columbia,705749,556,470302,505,400277
2021-08-24,District of Columbia,705749,628,470930,365,400642
2021-08-25,District of Columbia,705749,541,471471,398,401040
2021-08-26,District of Columbia,705749,904,472375,565,401605
2021-08-27,District of Columbia,705749,776,473151,596,402201
2021-08-28,District of Columbia,705749,0,473151,0,402201
2021-08-29,District of Columbia,705749,1775,474926,1298,403499
2021-08-30,District of Columbia,705749,791,475717,575,404074
2021-08-31,District of Columbia,705749,422,476139,297,404371
2021-09-01,District of Columbia,705749,808,476947,510,404881
2021-09-02,District of Columbia,705749,741,477688,505,405386
2021-09-03,District of Columbia,705749,731,478419,610,405996
2021-09-04,District of Columbia,705749,2121,480540,2219,408215
2021-09-05,District of Columbia,705749,0,480540,0,408215
2021-09-06,District of Columbia,705749,0,480540,0,408215
2021-09-07,District of Columbia,705749,2052,482592,1495,409710
2021-09-08,District of Columbia,705749,309,482901,214,409924
2021-09-09,District of Columbia,705749,485,483386,412,410336
2021-09-10,District of Columbia,705749,826,484212,1747,412083
2021-09-11,District of Columbia,705749,1042,485254,825,412908
2021-09-12,District of Columbia,705749,290,485544,165,413073
2021-09-13,District of Columbia,705749,0,485544,0,413073
2021-09-14,District of Columbia,705749,1621,487165,1313,414386
2021-09-15,District of Columbia,705749,690,487855,468,414854
2021-09-16,District of Columbia,705749,891,488746,689,415543
2021-09-17,District of Columbia,705749,719,489465,547,416090
2021-09-18,District of Columbia,705749,829,490294,771,416861
2021-09-19,District of Columbia,705749,725,491019,646,417507
2021-09-20,District of Columbia,705749,604,491623,497,418004
2021-09-21,District of Columbia,705749,459,492082,391,418395
2021-09-22,District of Columbia,705749,713,492795,644,419039
2021-09-23,District of Columbia,705749,823,493618,605,419644
2021-09-24,District of Columbia,705749,881,494499,694,420338
2021-09-25,District of Columbia,705749,1933,496432,1876,422214
2021-09-26,District of Columbia,705749,735,497167,579,422793
2021-09-27,District of Columbia,705749,547,497714,411,423204
2021-09-28,District of Columbia,705749,0,497714,0,423204
2021-09-29,District of Columbia,705749,1283,498997,775,423979
2021-09-30,District of Columbia,705749,749,499746,488,424467
2021-10-01,District of Columbia,705749,742,500488,467,424934
2021-10-02,District of Columbia,705749,815,501303,511,425445
2021-10-03,District of Columbia,705749,714,502017,459,425904
2021-10-04,District of Columbia,705749,1146,503163,697,426601
2021-10-05,District of Columbia,705749,465,503628,294,426895
2021-10-06,District of Columbia,705749,961,504589,630,427525
2021-10-07,District of Columbia,705749,766,505355,514,428039
2021-10-08,District of Columbia,705749,1088,506443,730,428769
2021-10-09,District of Columbia,705749,677,507120,671,429440
2021-10-10,District of Columbia,705749,0,507120,0,429440
2021-10-11,District of Columbia,705749,0,507120,0,429440
2021-10-12,District of Columbia,705749,1640,508760,1208,430648
2021-10-13,District of Columbia,705749,516,509276,341,430989
2021-10-14,District of Columbia,705749,993,510269,816,431805
2021-10-15,District of Columbia,705749,884,511153,623,432428
2021-10-16,District of Columbia,705749,773,511926,541,432969
2021-10-17,District of Columbia,705749,646,512572,521,433490
2021-10-18,District of Columbia,705749,472,513044,379,433869
2021-10-19,District of Columbia,705749,627,513671,363,434232
2021-10-20,District of Columbia,705749,653,514324,444,434676
2021-10-21,District of Columbia,705749,854,515178,572,435248
2021-10-22,District of Columbia,705749,2002,517180,1285,436533
2021-10-23,District of Columbia,705749,985,518165,597,437130
2021-10-24,District of Columbia,705749,616,518781,464,437594
2021-10-25,District of Columbia,705749,744,519525,411,438005
2021-10-26,District of Columbia,705749,712,520237,294,438299
2021-10-27,District of Columbia,705749,1126,521363,558,438857
2021-10-28,District of Columbia,705749,936,522299,220,439077
2021-10-29,District of Columbia,705749,2061,524360,1028,440105
2021-10-30,District of Columbia,705749,1072,525432,437,440542
2021-10-31,District of Columbia,705749,1785,527217,668,441210
2021-11-01,District of Columbia,705749,1274,528491,484,441694
2021-11-02,District of Columbia,705749,1113,529604,364,442058
2021-11-03,District of Columbia,705749,986,530590,408,442466
2021-11-04,District of Columbia,705749,1983,532573,942,443408
2021-11-05,District of Columbia,705749,1242,533815,526,443934
2021-11-06,District of Columbia,705749,1503,535318,615,444549
2021-11-07,District of Columbia,705749,1583,536901,546,445095
2021-11-08,District of Columbia,705749,1291,538192,320,445415
2021-11-09,District of Columbia,705749,1334,539526,350,445765
2021-11-10,District of Columbia,705749,1039,540565,400,446165
2021-11-11,District of Columbia,705749,0,540565,0,446165
2021-11-12,District of Columbia,705749,3424,543989,1013,447178
2021-11-13,District of Columbia,705749,1498,545487,444,447622
2021-11-14,District of Columbia,705749,1565,547052,341,447963
2021-11-15,District of Columbia,705749,1461,548513,403,448366
2021-11-16,District of Columbia,705749,2810,551323,286,448652
2021-11-17,District of Columbia,705749,1835,553158,336,448988
2021-11-18,District of Columbia,705749,0,553158,0,448988
2021-11-19,District of Columbia,705749,1858,555016,503,449491
2021-11-20,District of Columbia,705749,2300,557316,669,450160
2021-11-21,District of Columbia,705749,2259,559575,530,450690
2021-11-22,District of Columbia,705749,3635,563210,811,451501
2021-11-23,District of Columbia,705749,0,563210,0,451501
2021-11-24,District of Columbia,705749,5627,568837,800,452301
2021-11-25,District of Columbia,705749,0,568837,0,452301
2021-11-26,District of Columbia,705749,0,568837,0,452301
2021-11-27,District of Columbia,705749,0,568837,0,452301
2021-11-28,District of Columbia,705749,0,568837,0,452301
2021-11-29,District of Columbia,705749,0,568837,0,452301
2021-11-30,District of Columbia,705749,7056,575893,3048,455349
2021-12-01,District of Columbia,705749,1110,577003,769,456118
2021-12-02,District of Columbia,705749,1208,578211,684,456802
2021-12-03,District of Columbia,705749,1480,579691,1294,458096
2021-12-04,District of Columbia,705749,2207,581898,1098,459194
2021-12-05,District of Columbia,705749,2014,583912,991,460185
2021-12-06,District of Columbia,705749,1953,585865,1006,461191
2021-12-07,District of Columbia,705749,1540,587405,677,461868
2021-12-08,District of Columbia,705749,1993,589398,864,462732
2021-12-09,District of Columbia,705749,1516,590914,816,463548
2021-12-10,District of Columbia,705749,2334,593248,1239,464787
2021-12-11,District of Columbia,705749,2167,595415,833,465620
2021-12-12,District of Columbia,705749,1763,597178,938,466558
2021-12-13,District of Columbia,705749,1615,598793,759,467317
2021-12-14,District of Columbia,705749,1203,599996,338,467655
2021-12-15,District of Columbia,705749,0,599996,0,467655
2021-12-16,District of Columbia,705749,1468,601464,642,468297
2021-12-17,District of Columbia,705749,3771,605235,1767,470064
2021-12-18,District of Columbia,705749,0,605235,0,470064
2021-12-19,District of Columbia,705749,3752,608987,1311,471375
2021-12-20,District of Columbia,705749,1663,610650,629,472004
2021-12-21,District of Columbia,705749,1236,611886,403,472407
2021-12-22,District of Columbia,705749,1717,613603,650,473057
2021-12-23,District of Columbia,705749,2210,615813,908,473965
2021-12-24,District of Columbia,705749,0,615813,0,473965
2021-12-25,District of Columbia,705749,0,615813,0,473965
2021-12-26,District of Columbia,705749,0,615813,0,473965
2021-12-27,District of Columbia,705749,5456,621269,1809,475774
2021-12-28,District of Columbia,705749,603,621872,108,475882
2021-12-29,District of Columbia,705749,987,622859,267,476149
2021-12-30,District of Columbia,705749,1613,624472,673,476822
2021-12-31,District of Columbia,705749,0,624472,0,476822
2022-01-01,District of Columbia,705749,0,624472,0,476822
2022-01-02,District of Columbia,705749,0,624472,0,476822
2022-01-03,District of Columbia,705749,0,624472,0,476822
2022-01-04,District of Columbia,705749,4861,629333,1987,478809
2022-01-05,District of Columbia,705749,551,629884,130,478939
2022-01-06,District of Columbia,705749,0,629884,0,478939
2022-01-07,District of Columbia,705749,820,630704,375,479314
2022-01-08,District of Columbia,705749,2521,633225,1071,480385
2022-01-09,District of Columbia,705749,1072,634297,392,480777
2022-01-10,District of Columbia,705749,936,635233,473,481250
2022-01-11,District of Columbia,705749,806,636039,262,481512
2022-01-12,District of Columbia,705749,920,636959,324,481836
2022-01-13,District of Columbia,705749,1706,638665,1165,483001
2022-01-14,District of Columbia,705749,1784,640449,1108,484109
2022-01-15,District of Columbia,705749,0,640449,0,484109
2022-01-16,District of Columbia,705749,1374,641823,682,484791
2022-01-17,District of Columbia,705749,0,641823,0,484791
2022-01-18,District of Columbia,705749,2175,643998,857,485648
2022-01-19,District of Columbia,705749,4760,648758,3499,489147
2022-01-20,District of Columbia,705749,886,649644,540,489687
2022-01-21,District of Columbia,705749,1102,650746,598,490285
2022-01-22,District of Columbia,705749,967,651713,527,490812
2022-01-23,District of Columbia,705749,916,652629,362,491174
2022-01-24,District of Columbia,705749,593,653222,287,491461
2022-01-25,District of Columbia,705749,639,653861,226,491687
2022-01-26,District of Columbia,705749,629,654490,286,491973
2022-01-27,District of Columbia,705749,846,655336,610,492583
2022-01-28,District of Columbia,705749,878,656214,561,493144
2022-01-29,District of Columbia,705749,839,657053,519,493663
2022-01-30,District of Columbia,705749,598,657651,366,494029
2022-01-31,District of Columbia,705749,0,657651,0,494029
2022-02-01,District of Columbia,705749,835,658486,485,494514
2022-02-02,District of Columbia,705749,572,659058,360,494874
2022-02-03,District of Columbia,705749,0,659058,0,494874
2022-02-04,District of Columbia,705749,1288,660346,972,495846
2022-02-05,District of Columbia,705749,651,660997,516,496362
2022-02-06,District of Columbia,705749,531,661528,471,496833
2022-02-07,District of Columbia,705749,342,661870,272,497105
2022-02-08,District of Columbia,705749,316,662186,201,497306
2022-02-09,District of Columbia,705749,0,662186,0,497306
2021-07-01,Delaware,945934,1154,567064,1170,488301
2021-07-02,Delaware,945934,1109,568173,1387,489688
2021-07-03,Delaware,945934,1127,569300,1363,491051
2021-07-04,Delaware,945934,850,570150,1082,492133
2021-07-05,Delaware,945934,0,570150,0,492133
2021-07-06,Delaware,945934,1037,571187,1326,493459
2021-07-07,Delaware,945934,171,571358,211,493670
2021-07-08,Delaware,945934,710,572068,847,494517
2021-07-09,Delaware,945934,846,572914,1134,495651
2021-07-10,Delaware,945934,1006,573920,1253,496904
2021-07-11,Delaware,945934,758,574678,1059,497963
2021-07-12,Delaware,945934,607,575285,709,498672
2021-07-13,Delaware,945934,528,575813,494,499166
2021-07-14,Delaware,945934,510,576323,732,499898
2021-07-15,Delaware,945934,735,577058,919,500817
2021-07-16,Delaware,945934,881,577939,1168,501985
2021-07-17,Delaware,945934,708,578647,938,502923
2021-07-18,Delaware,945934,708,579355,728,503651
2021-07-19,Delaware,945934,923,580278,965,504616
2021-07-20,Delaware,945934,0,580278,0,504616
2021-07-21,Delaware,945934,747,581025,918,505534
2021-07-22,Delaware,945934,935,581960,923,506457
2021-07-23,Delaware,945934,1187,583147,935,507392
2021-07-24,Delaware,945934,1070,584217,1024,508416
2021-07-25,Delaware,945934,1074,585291,954,509370
2021-07-26,Delaware,945934,51,585342,20,509390
2021-07-27,Delaware,945934,1309,586651,947,510337
2021-07-28,Delaware,945934,791,587442,497,510834
2021-07-29,Delaware,945934,1029,588471,787,511621
2021-07-30,Delaware,945934,1315,589786,909,512530
2021-07-31,Delaware,945934,1308,591094,998,513528
2021-08-01,Delaware,945934,1298,592392,870,514398
2021-08-02,Delaware,945934,1042,593434,548,514946
2021-08-03,Delaware,945934,673,594107,443,515389
2021-08-04,Delaware,945934,796,594903,461,515850
2021-08-05,Delaware,945934,1257,596160,734,516584
2021-08-06,Delaware,945934,1395,597555,794,517378
2021-08-07,Delaware,945934,1346,598901,762,518140
2021-08-08,Delaware,945934,1290,600191,779,518919
2021-08-09,Delaware,945934,1010,601201,583,519502
2021-08-10,Delaware,945934,752,601953,460,519962
2021-08-11,Delaware,945934,950,602903,652,520614
2021-08-12,Delaware,945934,786,603689,473,521087
2021-08-13,Delaware,945934,1338,605027,1017,522104
2021-08-14,Delaware,945934,1791,606818,1153,523257
2021-08-15,Delaware,945934,103,606921,58,523315
2021-08-16,Delaware,945934,1970,608891,1455,524770
2021-08-17,Delaware,945934,684,609575,281,525051
2021-08-18,Delaware,945934,912,610487,723,525774
2021-08-19,Delaware,945934,1243,611730,936,526710
2021-08-20,Delaware,945934,1245,612975,1059,527769
2021-08-21,Delaware,945934,1246,614221,1133,528902
2021-08-22,Delaware,945934,132,614353,83,528985
2021-08-23,Delaware,945934,2012,616365,1811,530796
2021-08-24,Delaware,945934,572,616937,572,531368
2021-08-25,Delaware,945934,753,617690,751,532119
2021-08-26,Delaware,945934,1262,618952,1229,533348
2021-08-27,Delaware,945934,1212,620164,1343,534691
2021-08-28,Delaware,945934,0,620164,0,534691
2021-08-29,Delaware,945934,2449,622613,2330,537021
2021-08-30,Delaware,945934,885,623498,961,537982
2021-08-31,Delaware,945934,594,624092,674,538656
2021-09-01,Delaware,945934,779,624871,786,539442
2021-09-02,Delaware,945934,1035,625906,1129,540571
2021-09-03,Delaware,945934,1097,627003,1263,541834
2021-09-04,Delaware,945934,888,627891,1141,542975
2021-09-05,Delaware,945934,0,627891,0,542975
2021-09-06,Delaware,945934,0,627891,0,542975
2021-09-07,Delaware,945934,1349,629240,1499,544474
2021-09-08,Delaware,945934,708,629948,839,545313
2021-09-09,Delaware,945934,585,630533,748,546061
2021-09-10,Delaware,945934,831,631364,963,547024
2021-09-11,Delaware,945934,190,631554,119,547143
2021-09-12,Delaware,945934,312,631866,80,547223
2021-09-13,Delaware,945934,0,631866,0,547223
2021-09-14,Delaware,945934,2687,634553,2868,550091
2021-09-15,Delaware,945934,188,634741,93,550184
2021-09-16,Delaware,945934,169,634910,154,550338
2021-09-17,Delaware,945934,2388,637298,2545,552883
2021-09-18,Delaware,945934,124,637422,85,552968
2021-09-19,Delaware,945934,291,637713,80,553048
2021-09-20,Delaware,945934,49,637762,45,553093
2021-09-21,Delaware,945934,62,637824,36,553129
2021-09-22,Delaware,945934,2366,640190,2795,555924
2021-09-23,Delaware,945934,140,640330,110,556034
2021-09-24,Delaware,945934,1555,641885,1723,557757
2021-09-25,Delaware,945934,123,642008,90,557847
2021-09-26,Delaware,945934,308,642316,82,557929
2021-09-27,Delaware,945934,29,642345,26,557955
2021-09-28,Delaware,945934,0,642345,0,557955
2021-09-29,Delaware,945934,3371,645716,3231,561186
2021-09-30,Delaware,945934,133,645849,83,561269
2021-10-01,Delaware,945934,121,645970,74,561343
2021-10-02,Delaware,945934,2475,648445,2384,563727
2021-10-03,Delaware,945934,203,648648,71,563798
2021-10-04,Delaware,945934,112,648760,40,563838
2021-10-05,Delaware,945934,61,648821,34,563872
2021-10-06,Delaware,945934,3476,652297,2746,566618
2021-10-07,Delaware,945934,1047,653344,869,567487
2021-10-08,Delaware,945934,1352,654696,1212,568699
2021-10-09,Delaware,945934,174,654870,102,568801
2021-10-10,Delaware,945934,0,654870,0,568801
2021-10-11,Delaware,945934,0,654870,0,568801
2021-10-12,Delaware,945934,2301,657171,1515,570316
2021-10-13,Delaware,945934,519,657690,447,570763
2021-10-14,Delaware,945934,1105,658795,1409,572172
2021-10-15,Delaware,945934,911,659706,847,573019
2021-10-16,Delaware,945934,663,660369,505,573524
2021-10-17,Delaware,945934,1127,661496,1078,574602
2021-10-18,Delaware,945934,798,662294,638,575240
2021-10-19,Delaware,945934,553,662847,499,575739
2021-10-20,Delaware,945934,684,663531,630,576369
2021-10-21,Delaware,945934,907,664438,926,577295
2021-10-22,Delaware,945934,1289,665727,1042,578337
2021-10-23,Delaware,945934,818,666545,716,579053
2021-10-24,Delaware,945934,948,667493,754,579807
2021-10-25,Delaware,945934,687,668180,559,580366
2021-10-26,Delaware,945934,581,668761,363,580729
2021-10-27,Delaware,945934,781,669542,540,581269
2021-10-28,Delaware,945934,307,669849,106,581375
2021-10-29,Delaware,945934,138,669987,58,581433
2021-10-30,Delaware,945934,190,670177,50,581483
2021-10-31,Delaware,945934,269,670446,101,581584
2021-11-01,Delaware,945934,156,670602,55,581639
2021-11-02,Delaware,945934,5624,676226,3786,585425
2021-11-03,Delaware,945934,245,676471,71,585496
2021-11-04,Delaware,945934,282,676753,119,585615
2021-11-05,Delaware,945934,185,676938,90,585705
2021-11-06,Delaware,945934,257,677195,106,585811
2021-11-07,Delaware,945934,229,677424,90,585901
2021-11-08,Delaware,945934,113,677537,107,586008
2021-11-09,Delaware,945934,5113,682650,2963,588971
2021-11-10,Delaware,945934,200,682850,78,589049
2021-11-11,Delaware,945934,0,682850,0,589049
2021-11-12,Delaware,945934,428,683278,136,589185
2021-11-13,Delaware,945934,297,683575,82,589267
2021-11-14,Delaware,945934,206,683781,65,589332
2021-11-15,Delaware,945934,169,683950,21,589353
2021-11-16,Delaware,945934,207,684157,50,589403
2021-11-17,Delaware,945934,9362,693519,3746,593149
2021-11-18,Delaware,945934,0,693519,0,593149
2021-11-19,Delaware,945934,255,693774,92,593241
2021-11-20,Delaware,945934,213,693987,80,593321
2021-11-21,Delaware,945934,291,694278,77,593398
2021-11-22,Delaware,945934,428,694706,90,593488
2021-11-23,Delaware,945934,0,694706,0,593488
2021-11-24,Delaware,945934,255,694961,-193,593295
2021-11-25,Delaware,945934,0,694961,0,593295
2021-11-26,Delaware,945934,0,694961,0,593295
2021-11-27,Delaware,945934,0,694961,0,593295
2021-11-28,Delaware,945934,0,694961,0,593295
2021-11-29,Delaware,945934,0,694961,0,593295
2021-11-30,Delaware,945934,16564,711525,6537,599832
2021-12-01,Delaware,945934,159,711684,67,599899
2021-12-02,Delaware,945934,2254,713938,1728,601627
2021-12-03,Delaware,945934,1147,715085,736,602363
2021-12-04,Delaware,945934,280,715365,87,602450
2021-12-05,Delaware,945934,172,715537,37,602487
2021-12-06,Delaware,945934,235,715772,98,602585
2021-12-07,Delaware,945934,210,715982,81,602666
2021-12-08,Delaware,945934,6273,722255,4952,607618
2021-12-09,Delaware,945934,2193,724448,1597,609215
2021-12-10,Delaware,945934,1618,726066,1007,610222
2021-12-11,Delaware,945934,1705,727771,1232,611454
2021-12-12,Delaware,945934,213,727984,54,611508
2021-12-13,Delaware,945934,164,728148,52,611560
