date,State,Population,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated
2021-12-13,Nebraska,1896190,80,1260274,18,1135024
2021-12-14,Nebraska,1896190,3822,1264096,5199,1140223
2021-12-15,Nebraska,1896190,0,1264096,0,1140223
2021-12-16,Nebraska,1896190,1533,1265629,1792,1142015
2021-12-17,Nebraska,1896190,2861,1268490,2846,1144861
2021-12-18,Nebraska,1896190,0,1268490,0,1144861
2021-12-19,Nebraska,1896190,1406,1269896,1059,1145920
2021-12-20,Nebraska,1896190,112,1270008,55,1145975
2021-12-21,Nebraska,1896190,3177,1273185,2542,1148517
2021-12-22,Nebraska,1896190,1272,1274457,1048,1149565
2021-12-23,Nebraska,1896190,1815,1276272,1777,1151342
2021-12-24,Nebraska,1896190,0,1276272,0,1151342
2021-12-25,Nebraska,1896190,0,1276272,0,1151342
2021-12-26,Nebraska,1896190,0,1276272,0,1151342
2021-12-27,Nebraska,1896190,299,1276571,91,1151433
2021-12-28,Nebraska,1896190,4699,1281270,3704,1155137
2021-12-29,Nebraska,1896190,1125,1282395,1215,1156352
2021-12-30,Nebraska,1896190,1697,1284092,1422,1157774
2021-12-31,Nebraska,1896190,0,1284092,0,1157774
2022-01-01,Nebraska,1896190,0,1284092,0,1157774
2022-01-02,Nebraska,1896190,0,1284092,0,1157774
2022-01-03,Nebraska,1896190,0,1284092,0,1157774
2022-01-04,Nebraska,1896190,5613,1289705,4265,1162039
2022-01-05,Nebraska,1896190,993,1290698,1086,1163125
2022-01-06,Nebraska,1896190,0,1290698,0,1163125
2022-01-07,Nebraska,1896190,1425,1292123,1284,1164409
2022-01-08,Nebraska,1896190,2647,1294770,2193,1166602
2022-01-09,Nebraska,1896190,1418,1296188,1098,1167700
2022-01-10,Nebraska,1896190,32,1296220,9,1167709
2022-01-11,Nebraska,1896190,2163,1298383,1442,1169151
2022-01-12,Nebraska,1896190,973,1299356,799,1169950
2022-01-13,Nebraska,1896190,1420,1300776,1042,1170992
2022-01-14,Nebraska,1896190,1404,1302180,1041,1172033
2022-01-15,Nebraska,1896190,0,1302180,0,1172033
2022-01-16,Nebraska,1896190,1395,1303575,905,1172938
2022-01-17,Nebraska,1896190,0,1303575,0,1172938
2022-01-18,Nebraska,1896190,183,1303758,58,1172996
2022-01-19,Nebraska,1896190,13682,1317440,7988,1180984
2022-01-20,Nebraska,1896190,1791,1319231,1620,1182604
2022-01-21,Nebraska,1896190,1136,1320367,1062,1183666
2022-01-22,Nebraska,1896190,1041,1321408,911,1184577
2022-01-23,Nebraska,1896190,80,1321488,24,1184601
2022-01-24,Nebraska,1896190,75,1321563,16,1184617
2022-01-25,Nebraska,1896190,2493,1324056,1906,1186523
2022-01-26,Nebraska,1896190,94,1324150,38,1186561
2022-01-27,Nebraska,1896190,1518,1325668,1504,1188065
2022-01-28,Nebraska,1896190,854,1326522,895,1188960
2022-01-29,Nebraska,1896190,81,1326603,44,1189004
2022-01-30,Nebraska,1896190,88,1326691,55,1189059
2022-01-31,Nebraska,1896190,0,1326691,0,1189059
2022-02-01,Nebraska,1896190,2362,1329053,2588,1191647
2022-02-02,Nebraska,1896190,652,1329705,834,1192481
2022-02-03,Nebraska,1896190,0,1329705,0,1192481
2022-02-04,Nebraska,1896190,1803,1331508,2303,1194784
2022-02-05,Nebraska,1896190,708,1332216,971,1195755
2022-02-06,Nebraska,1896190,189,1332405,66,1195821
2022-02-07,Nebraska,1896190,41,1332446,10,1195831
2022-02-08,Nebraska,1896190,1311,1333757,1811,1197642
2022-02-09,Nebraska,1896190,0,1333757,0,1197642
2021-07-01,New Hampshire,1330608,7026,849998,6612,762403
2021-07-02,New Hampshire,1330608,553,850551,1086,763489
2021-07-03,New Hampshire,1330608,4652,855203,7186,770675
2021-07-04,New Hampshire,1330608,175,855378,176,770851
2021-07-05,New Hampshire,1330608,0,855378,0,770851
2021-07-06,New Hampshire,1330608,542,855920,706,771557
2021-07-07,New Hampshire,1330608,210,856130,223,771780
2021-07-08,New Hampshire,1330608,3999,860129,3999,775779
2021-07-09,New Hampshire,1330608,777,860906,786,776565
2021-07-10,New Hampshire,1330608,658,861564,661,777226
2021-07-11,New Hampshire,1330608,777,862341,682,777908
2021-07-12,New Hampshire,1330608,1462,863803,1918,779826
2021-07-13,New Hampshire,1330608,569,864372,503,780329
2021-07-14,New Hampshire,1330608,409,864781,414,780743
2021-07-15,New Hampshire,1330608,811,865592,789,781532
2021-07-16,New Hampshire,1330608,950,866542,1087,782619
2021-07-17,New Hampshire,1330608,603,867145,593,783212
2021-07-18,New Hampshire,1330608,578,867723,615,783827
2021-07-19,New Hampshire,1330608,636,868359,619,784446
2021-07-20,New Hampshire,1330608,0,868359,0,784446
2021-07-21,New Hampshire,1330608,1866,870225,1690,786136
2021-07-22,New Hampshire,1330608,868,871093,672,786808
2021-07-23,New Hampshire,1330608,674,871767,404,787212
2021-07-24,New Hampshire,1330608,1091,872858,697,787909
2021-07-25,New Hampshire,1330608,788,873646,455,788364
2021-07-26,New Hampshire,1330608,689,874335,490,788854
2021-07-27,New Hampshire,1330608,448,874783,214,789068
2021-07-28,New Hampshire,1330608,2321,877104,1743,790811
2021-07-29,New Hampshire,1330608,876,877980,491,791302
2021-07-30,New Hampshire,1330608,1018,878998,558,791860
2021-07-31,New Hampshire,1330608,777,879775,418,792278
2021-08-01,New Hampshire,1330608,1050,880825,492,792770
2021-08-02,New Hampshire,1330608,1905,882730,1314,794084
2021-08-03,New Hampshire,1330608,659,883389,353,794437
2021-08-04,New Hampshire,1330608,942,884331,477,794914
2021-08-05,New Hampshire,1330608,975,885306,526,795440
2021-08-06,New Hampshire,1330608,869,886175,490,795930
2021-08-07,New Hampshire,1330608,1542,887717,664,796594
2021-08-08,New Hampshire,1330608,1150,888867,589,797183
2021-08-09,New Hampshire,1330608,1737,890604,1128,798311
2021-08-10,New Hampshire,1330608,1270,891874,779,799090
2021-08-11,New Hampshire,1330608,766,892640,350,799440
2021-08-12,New Hampshire,1330608,-1433,891207,-1615,797825
2021-08-13,New Hampshire,1330608,844,892051,528,798353
2021-08-14,New Hampshire,1330608,1577,893628,948,799301
2021-08-15,New Hampshire,1330608,999,894627,627,799928
2021-08-16,New Hampshire,1330608,1021,895648,632,800560
2021-08-17,New Hampshire,1330608,627,896275,450,801010
2021-08-18,New Hampshire,1330608,2296,898571,1529,802539
2021-08-19,New Hampshire,1330608,1342,899913,765,803304
2021-08-20,New Hampshire,1330608,1187,901100,655,803959
2021-08-21,New Hampshire,1330608,1145,902245,1259,805218
2021-08-22,New Hampshire,1330608,1041,903286,691,805909
2021-08-23,New Hampshire,1330608,895,904181,443,806352
2021-08-24,New Hampshire,1330608,1516,905697,1070,807422
2021-08-25,New Hampshire,1330608,1085,906782,636,808058
2021-08-26,New Hampshire,1330608,1045,907827,617,808675
2021-08-27,New Hampshire,1330608,959,908786,585,809260
2021-08-28,New Hampshire,1330608,0,908786,0,809260
2021-08-29,New Hampshire,1330608,1878,910664,1252,810512
2021-08-30,New Hampshire,1330608,695,911359,500,811012
2021-08-31,New Hampshire,1330608,713,912072,439,811451
2021-09-01,New Hampshire,1330608,915,912987,577,812028
2021-09-02,New Hampshire,1330608,491,913478,462,812490
2021-09-03,New Hampshire,1330608,5574,919052,4297,816787
2021-09-04,New Hampshire,1330608,819,919871,645,817432
2021-09-05,New Hampshire,1330608,0,919871,0,817432
2021-09-06,New Hampshire,1330608,0,919871,0,817432
2021-09-07,New Hampshire,1330608,1884,921755,1572,819004
2021-09-08,New Hampshire,1330608,729,922484,575,819579
2021-09-09,New Hampshire,1330608,1300,923784,1167,820746
2021-09-10,New Hampshire,1330608,504,924288,415,821161
2021-09-11,New Hampshire,1330608,985,925273,664,821825
2021-09-12,New Hampshire,1330608,1891,927164,1461,823286
2021-09-13,New Hampshire,1330608,0,927164,0,823286
2021-09-14,New Hampshire,1330608,1915,929079,1509,824795
2021-09-15,New Hampshire,1330608,2041,931120,1863,826658
2021-09-16,New Hampshire,1330608,744,931864,711,827369
2021-09-17,New Hampshire,1330608,773,932637,679,828048
2021-09-18,New Hampshire,1330608,742,933379,615,828663
2021-09-19,New Hampshire,1330608,799,934178,667,829330
2021-09-20,New Hampshire,1330608,704,934882,664,829994
2021-09-21,New Hampshire,1330608,611,935493,543,830537
2021-09-22,New Hampshire,1330608,611,936104,534,831071
2021-09-23,New Hampshire,1330608,1700,937804,1401,832472
2021-09-24,New Hampshire,1330608,579,938383,419,832891
2021-09-25,New Hampshire,1330608,958,939341,530,833421
2021-09-26,New Hampshire,1330608,948,940289,450,833871
2021-09-27,New Hampshire,1330608,3472,943761,1294,835165
2021-09-28,New Hampshire,1330608,0,943761,0,835165
2021-09-29,New Hampshire,1330608,4497,948258,626,835791
2021-09-30,New Hampshire,1330608,2310,950568,486,836277
2021-10-01,New Hampshire,1330608,2407,952975,500,836777
2021-10-02,New Hampshire,1330608,1740,954715,419,837196
2021-10-03,New Hampshire,1330608,2536,957251,677,837873
2021-10-04,New Hampshire,1330608,3280,960531,1931,839804
2021-10-05,New Hampshire,1330608,1663,962194,391,840195
2021-10-06,New Hampshire,1330608,4324,966518,850,841045
2021-10-07,New Hampshire,1330608,2060,968578,404,841449
2021-10-08,New Hampshire,1330608,2090,970668,555,842004
2021-10-09,New Hampshire,1330608,2346,973014,563,842567
2021-10-10,New Hampshire,1330608,0,973014,0,842567
2021-10-11,New Hampshire,1330608,0,973014,0,842567
2021-10-12,New Hampshire,1330608,6766,979780,2706,845273
2021-10-13,New Hampshire,1330608,1878,981658,463,845736
2021-10-14,New Hampshire,1330608,1463,983121,293,846029
2021-10-15,New Hampshire,1330608,2458,985579,600,846629
2021-10-16,New Hampshire,1330608,1894,987473,371,847000
2021-10-17,New Hampshire,1330608,2239,989712,523,847523
2021-10-18,New Hampshire,1330608,1518,991230,404,847927
2021-10-19,New Hampshire,1330608,2731,993961,1216,849143
2021-10-20,New Hampshire,1330608,2142,996103,422,849565
2021-10-21,New Hampshire,1330608,2051,998154,387,849952
2021-10-22,New Hampshire,1330608,3877,1002031,1087,851039
2021-10-23,New Hampshire,1330608,2307,1004338,374,851413
2021-10-24,New Hampshire,1330608,2100,1006438,400,851813
2021-10-25,New Hampshire,1330608,2716,1009154,327,852140
2021-10-26,New Hampshire,1330608,3766,1012920,303,852443
2021-10-27,New Hampshire,1330608,7608,1020528,562,853005
2021-10-28,New Hampshire,1330608,2653,1023181,260,853265
2021-10-29,New Hampshire,1330608,6047,1029228,543,853808
2021-10-30,New Hampshire,1330608,4783,1034011,366,854174
2021-10-31,New Hampshire,1330608,2027,1036038,256,854430
2021-11-01,New Hampshire,1330608,8912,1044950,679,855109
2021-11-02,New Hampshire,1330608,5232,1050182,1723,856832
2021-11-03,New Hampshire,1330608,4379,1054561,458,857290
2021-11-04,New Hampshire,1330608,4416,1058977,477,857767
2021-11-05,New Hampshire,1330608,2930,1061907,2192,859959
2021-11-06,New Hampshire,1330608,5670,1067577,622,860581
2021-11-07,New Hampshire,1330608,1970,1069547,249,860830
2021-11-08,New Hampshire,1330608,5194,1074741,549,861379
2021-11-09,New Hampshire,1330608,3309,1078050,319,861698
2021-11-10,New Hampshire,1330608,4093,1082143,427,862125
2021-11-11,New Hampshire,1330608,0,1082143,0,862125
2021-11-12,New Hampshire,1330608,8817,1090960,821,862946
2021-11-13,New Hampshire,1330608,4734,1095694,487,863433
2021-11-14,New Hampshire,1330608,3936,1099630,469,863902
2021-11-15,New Hampshire,1330608,6430,1106060,1738,865640
2021-11-16,New Hampshire,1330608,9201,1115261,1002,866642
2021-11-17,New Hampshire,1330608,9134,1124395,715,867357
2021-11-18,New Hampshire,1330608,0,1124395,0,867357
2021-11-19,New Hampshire,1330608,4357,1128752,470,867827
2021-11-20,New Hampshire,1330608,4800,1133552,397,868224
2021-11-21,New Hampshire,1330608,8597,1142149,1408,869632
2021-11-22,New Hampshire,1330608,7822,1149971,779,870411
2021-11-23,New Hampshire,1330608,0,1149971,0,870411
2021-11-24,New Hampshire,1330608,23118,1173089,8397,878808
2021-11-25,New Hampshire,1330608,0,1173089,0,878808
2021-11-26,New Hampshire,1330608,0,1173089,0,878808
2021-11-27,New Hampshire,1330608,0,1173089,0,878808
2021-11-28,New Hampshire,1330608,0,1173089,0,878808
2021-11-29,New Hampshire,1330608,0,1173089,0,878808
2021-11-30,New Hampshire,1330608,17994,1191083,2053,880861
2021-12-01,New Hampshire,1330608,4042,1195125,839,881700
2021-12-02,New Hampshire,1330608,4262,1199387,947,882647
2021-12-03,New Hampshire,1330608,4098,1203485,910,883557
2021-12-04,New Hampshire,1330608,7681,1211166,1284,884841
2021-12-05,New Hampshire,1330608,2740,1213906,686,885527
2021-12-06,New Hampshire,1330608,3923,1217829,770,886297
2021-12-07,New Hampshire,1330608,3138,1220967,563,886860
2021-12-08,New Hampshire,1330608,3982,1224949,881,887741
2021-12-09,New Hampshire,1330608,4396,1229345,801,888542
2021-12-10,New Hampshire,1330608,4571,1233916,796,889338
2021-12-11,New Hampshire,1330608,11533,1245449,2137,891475
2021-12-12,New Hampshire,1330608,2135,1247584,580,892055
2021-12-13,New Hampshire,1330608,3991,1251575,855,892910
2021-12-14,New Hampshire,1330608,15688,1267263,6399,899309
2021-12-15,New Hampshire,1330608,0,1267263,0,899309
2021-12-16,New Hampshire,1330608,4076,1271339,736,900045
2021-12-17,New Hampshire,1330608,8201,1279540,1311,901356
2021-12-18,New Hampshire,1330608,0,1279540,0,901356
2021-12-19,New Hampshire,1330608,6587,1286127,840,902196
2021-12-20,New Hampshire,1330608,4077,1290204,471,902667
2021-12-21,New Hampshire,1330608,3251,1293455,383,903050
2021-12-22,New Hampshire,1330608,7834,1301289,1217,904267
2021-12-23,New Hampshire,1330608,12949,1314238,5702,909969
2021-12-24,New Hampshire,1330608,0,1314238,0,909969
2021-12-25,New Hampshire,1330608,0,1314238,0,909969
2021-12-26,New Hampshire,1330608,0,1314238,0,909969
2021-12-27,New Hampshire,1330608,9533,1323771,1120,911089
2021-12-28,New Hampshire,1330608,5122,1328893,1526,912615
2021-12-29,New Hampshire,1330608,3018,1331911,318,912933
2021-12-30,New Hampshire,1330608,3435,1335346,395,913328
2021-12-31,New Hampshire,1330608,0,1335346,0,913328
2022-01-01,New Hampshire,1330608,0,1335346,0,913328
2022-01-02,New Hampshire,1330608,0,1335346,0,913328
2022-01-03,New Hampshire,1330608,0,1335346,0,913328
2022-01-04,New Hampshire,1330608,15834,1351180,2803,916131
2022-01-05,New Hampshire,1330608,2925,1354105,298,916429
2022-01-06,New Hampshire,1330608,0,1354105,0,916429
2022-01-07,New Hampshire,1330608,2856,1356961,302,916731
2022-01-08,New Hampshire,1330608,8913,1365874,1191,917922
2022-01-09,New Hampshire,1330608,7240,1373114,2759,920681
2022-01-10,New Hampshire,1330608,2029,1375143,248,920929
2022-01-11,New Hampshire,1330608,2284,1377427,310,921239
2022-01-12,New Hampshire,1330608,2579,1380006,374,921613
2022-01-13,New Hampshire,1330608,4107,1384113,637,922250
2022-01-14,New Hampshire,1330608,5256,1389369,1753,924003
2022-01-15,New Hampshire,1330608,0,1389369,0,924003
2022-01-16,New Hampshire,1330608,2701,1392070,318,924321
2022-01-17,New Hampshire,1330608,0,1392070,0,924321
2022-01-18,New Hampshire,1330608,7881,1399951,1462,925783
2022-01-19,New Hampshire,1330608,6647,1406598,2814,928597
2022-01-20,New Hampshire,1330608,4820,1411418,963,929560
2022-01-21,New Hampshire,1330608,2746,1414164,720,930280
2022-01-22,New Hampshire,1330608,2170,1416334,298,930578
2022-01-23,New Hampshire,1330608,1907,1418241,203,930781
2022-01-24,New Hampshire,1330608,2712,1420953,768,931549
2022-01-25,New Hampshire,1330608,2184,1423137,411,931960
2022-01-26,New Hampshire,1330608,3001,1426138,715,932675
2022-01-27,New Hampshire,1330608,3211,1429349,1033,933708
2022-01-28,New Hampshire,1330608,1514,1430863,335,934043
2022-01-29,New Hampshire,1330608,1641,1432504,348,934391
2022-01-30,New Hampshire,1330608,735,1433239,184,934575
2022-01-31,New Hampshire,1330608,0,1433239,0,934575
2022-02-01,New Hampshire,1330608,3986,1437225,1434,936009
2022-02-02,New Hampshire,1330608,1545,1438770,442,936451
2022-02-03,New Hampshire,1330608,0,1438770,0,936451
2022-02-04,New Hampshire,1330608,4197,1442967,1588,938039
2022-02-05,New Hampshire,1330608,1915,1444882,885,938924
2022-02-06,New Hampshire,1330608,564,1445446,203,939127
2022-02-07,New Hampshire,1330608,1185,1446631,376,939503
2022-02-08,New Hampshire,1330608,1606,1448237,885,940388
2022-02-09,New Hampshire,1330608,0,1448237,0,940388
2021-07-01,New Jersey,8958013,10619,5591191,14621,4912136
2021-07-02,New Jersey,8958013,9447,5600638,12543,4924679
2021-07-03,New Jersey,8958013,10320,5610958,12983,4937662
2021-07-04,New Jersey,8958013,8423,5619381,9691,4947353
2021-07-05,New Jersey,8958013,0,5619381,0,4947353
2021-07-06,New Jersey,8958013,8542,5627923,8135,4955488
2021-07-07,New Jersey,8958013,9017,5636940,10234,4965722
2021-07-08,New Jersey,8958013,8921,5645861,10854,4976576
2021-07-09,New Jersey,8958013,9363,5655224,10624,4987200
2021-07-10,New Jersey,8958013,8452,5663676,9866,4997066
2021-07-11,New Jersey,8958013,8133,5671809,9275,5006341
2021-07-12,New Jersey,8958013,6253,5678062,6298,5012639
2021-07-13,New Jersey,8958013,5993,5684055,6993,5019632
2021-07-14,New Jersey,8958013,8574,5692629,9414,5029046
2021-07-15,New Jersey,8958013,9010,5701639,9059,5038105
2021-07-16,New Jersey,8958013,8366,5710005,8986,5047091
2021-07-17,New Jersey,8958013,8421,5718426,8801,5055892
2021-07-18,New Jersey,8958013,9032,5727458,9570,5065462
2021-07-19,New Jersey,8958013,6415,5733873,5958,5071420
2021-07-20,New Jersey,8958013,0,5733873,0,5071420
2021-07-21,New Jersey,8958013,15911,5749784,16041,5087461
2021-07-22,New Jersey,8958013,11164,5760948,8860,5096321
2021-07-23,New Jersey,8958013,11030,5771978,8988,5105309
2021-07-24,New Jersey,8958013,13207,5785185,11263,5116572
2021-07-25,New Jersey,8958013,9921,5795106,7455,5124027
2021-07-26,New Jersey,8958013,6872,5801978,5006,5129033
2021-07-27,New Jersey,8958013,9156,5811134,4625,5133658
2021-07-28,New Jersey,8958013,12251,5823385,25402,5159060
2021-07-29,New Jersey,8958013,12241,5835626,9193,5168253
2021-07-30,New Jersey,8958013,12130,5847756,8265,5176518
2021-07-31,New Jersey,8958013,14997,5862753,10618,5187136
2021-08-01,New Jersey,8958013,10235,5872988,6966,5194102
2021-08-02,New Jersey,8958013,7361,5880349,4859,5198961
2021-08-03,New Jersey,8958013,8971,5889320,5313,5204274
2021-08-04,New Jersey,8958013,14904,5904224,9209,5213483
2021-08-05,New Jersey,8958013,12674,5916898,7471,5220954
2021-08-06,New Jersey,8958013,13755,5930653,8469,5229423
